title,description,country,year,genres,show_url,image_url
Йеллоустоун,"Йеллоустон — первый в мире национальный парк, одно из самих посещаемых мест в США. Но здесь, на границе цивилизации, происходит много такого, чего не видят туристы, что не освещается средствами массовой информации. Семья Даттон, главой которой является Джон Даттон, владеет огромным ранчо, сопредельным с территорией парка. На их землю претендует и сам парк, и индейская резервация, и жадные застройщики. Приквелы сериала − 1883 и 1923 .",США,2018,"Драма, Семейный, Вестерн",https://myshows.me/view/56324/,https://media.myshows.me/shows/760/1/a1/1a18014ea37e4f856423088a42ecb5fc.jpg
Воспитанные волками,"Сюжет расскажет о двух андроидах, отце и матери, которым поручено воспитывать человеческих детей на таинственной девственной планете. По мере того, как растущую колонию людей всё сильнее раздирают религиозные различия её обитателей, андроиды узнают, что им предстоит выполнить коварную и сложную задачу — контролировать человеческую веру.",США,2020,"Драма, Фантастика",https://myshows.me/view/68436/,https://media.myshows.me/shows/760/2/d0/2d0773b4ea679bffe10342ff237c7e6a.jpg
Внутри Лапенко,"Юмористический сериал, отличительной чертой которого является то, что всех персонажей играет один человек — Антон Лапенко.   Основная часть диалогов — импровизация. За основу сюжета взяты жизнь и приключения персонажей из Instagram Антона.   Сериал выполнен в стилистике советского кино и не имеет четкой временной привязки — это некая Вселенная, в которой переплетаются 80-е и 90-е годы XX века.",Россия,2019,"Комедия, Драма",https://myshows.me/view/64689/,https://media.myshows.me/shows/760/a/32/a3282eacd7d3719ff05f333794461813.jpg
Великий из бродячих псов,"Ацуси Накадзиму размашистым пинком выставили из сиротского приюта. В порыве безудержного гнева вперемешку с горькой обидой он решил, что единственный способ выжить  грабеж средь бела дня. На счастье возле реки, где пару минут назад Ацуси готов был покончить с собой, пролегала дорога. Осталось только затаиться и ждать. Плюх. Что это? Чьи-то ноги торчат из воды. Бульк. Режим «спасатель» активирован! И вот, мгновенно позабыв о грабеже уставших путников и караванов, Ацуси бросается в реку на выручку незадачливому «поплавку». Которым оказывается молодой человек, недовольный тем, что его причудливую попытку самоубийства сорвали. Позже озадаченный Ацуси узнает, что имя несостоявшегося утопленника  Осаму Дадзай, и что он работает в специальном Вооруженном детективном агентстве, штатные сыщики которого обладают сверхъестественными способностями. Когда полиция и военные бессильны  обращаются к ним. В этот раз Осаму и его напарнику предстоит охота на опасного зверя, терроризирующего округу. И как-то так получилось, что именно этот зверь стал причиной изгнания Ацуси.",Япония,2016,"Боевик, Аниме, Криминал, Сверхъестественное",https://myshows.me/view/48588/,https://media.myshows.me/shows/760/3/78/37887a7b26698d8f1f3f5723f7896d96.jpg
Люди Альфа,"Эксперт минобороны Ли Розен, специализируется на необычных явлениях, и он лидер команды из пяти человек с мозговыми аномалиями. По отдельности члены группы мало отличаются от обычных людей, но вместе способны демонстрировать чудеса умственной и физической деятельности.",США,2011,"Драма, Сверхъестественное, Фантастика",https://myshows.me/view/16542/,https://media.myshows.me/shows/760/2/84/284e13cd5c6eff857524a0166576abb6.jpg
Пацанки,"Телеканал Пятница! открывает школу для настоящих леди. В течение нескольких месяцев на глазах зрителей будет происходить смелый социальный эксперимент. Молодые девушки из провинции, чьи жизни на бешеной скорости катятся в пропасть, изо всех сил постараются изменить свою судьбу. Первое реалити про напряженную работу над собой начинается прямо сейчас.",Россия,2016,None,https://myshows.me/view/50647/,https://media.myshows.me/shows/760/4/0d/40d0404e3137fceb331659eac16c2f07.jpg
Сатана на подработке!,"В одной далекой галактике местный Князь Тьмы потерпел сокрушительное поражение. Когда все было кончено, и лучшие бойцы человечества, возглавляемые героем Эмилией, ворвались в его замок, темный повелитель, собрав остатки сил, открыл магический портал, куда и прыгнул вместе с генералом Алсиэлем. Астральная буря забросила двух могучих демонов в наш мир, где они, немного осмотревшись, с ужасом поняли, что потеряли почти всю магию, телесно превратились в обычных человеческих парней, языка не знают, а жизнь в Токио совсем не дешевая!

Альтернативное название: «Работящий Лорд-Демон!»",Япония,2013,"Боевик, Аниме, Комедия, Фэнтези",https://myshows.me/view/31320/,https://media.myshows.me/shows/760/a/d3/ad3511e9d3847f11389e209809eeb739.jpg
Я никогда не...,"В центре сюжета тяжелая жизнь Деви, американской школьницы индийского происхождения. Она хочет стать популярной, но ее друзья, семья и чувства только усложняют эту задачу.",США,2020,"Комедия, Драма, Романтика",https://myshows.me/view/66076/,https://media.myshows.me/shows/760/3/dc/3dc4228a4732bab1d7750aac4e530884.jpg
Хранители,"1921 год, город Талса в штате Оклахома. Расистские формирования устраивают настоящую бойню в преуспевающем черном квартале. Мальчику Уиллу удалось сбежать, но его родителей постигла печальная судьба.   2019 год. После падения в середине 1980-х гигантского осьминога на Нью-Йорк до сих пор наблюдаются повсеместные кратковременные дожди из маленьких головоногих, Штатами уже 27 лет руководит Роберт Редфорд, а доктор Манхэттен отправился на Марс. Три года назад в Талсе произошла новая резня — хорошо осведомленные неизвестные в масках Роршаха убили почти всех полицейских города и членов их семей, после чего полиция скрывает свои лица за повязками, преимущественно желтыми. Теперь, когда произошло новое убийство чернокожего патрульного, детектив Анджела Абар понимает, что все это время не дававшая о себе знать расистская организация «Седьмая кавалерия» снова активизировалась.",США,2019,"Боевик, Драма, Фантастика",https://myshows.me/view/56231/,https://media.myshows.me/shows/760/e/35/e3557125c05fccaec5a2410fbea8d19b.jpg
Кабинет редкостей Гильермо дель Торо,"Причудливые кошмары разворачиваются в этой зрелищной коллекции из восьми леденящих кровь историй, подобранных Гильермо дель Торо.",США,2022,"Фэнтези, Ужасы, Сверхъестественное",https://myshows.me/view/75442/,https://media.myshows.me/shows/760/8/ca/8ca1c9d2d0f687a7b346d23db96ad5af.jpg
Крайний космос,"Гэри Гадспид — лихой, но при этом неудачливый астронавт. Он отсиживает последние деньки своего пятилетнего срока в космической тюрьме «Галактика Один», где обнаруживает загадочного инопланетянина, способного уничтожать планеты. Гэри заводит дружбу с новым знакомым и даёт ему имя Лунный тортик. Благодаря Лунному тортику Гэри узнаёт, что вселенной угрожает могущественное существо, которое называет себя Лордом командующим. Герои решают спасти вселенную и отправляются в путешествие навстречу крайнему космосу Подробности сериала «Крайний космос» Шоу — авторский проект Олана Роджерса, комика и аниматора, который стал известным благодаря своему YouTube-каналу, где и появился прототип «Крайнего космоса». Роджерс сам озвучил главных героев, голоса другим персонажам «Крайнего космоса» подарили Джон Ди Маджио (Бендер из « Футурамы ») и Томас Кенни Джеймс (главная роль в « Губка Боб квадратные штаны »).",США,2018,"Комедия, Приключения, Фантастика",https://myshows.me/view/55849/,https://media.myshows.me/shows/760/e/48/e48d572f100184f6e4368d880abf079c.jpg
Мы все мертвы,Экранизация одноименного комикса. В школе начинает распространяться эпидемия зомби-вируса. Оказавшиеся в ловушке старшеклассники вынуждены с боем прорываться наружу — иначе они пополнят ряды монстров.,Южная Корея,2022,"Драма, Ужасы",https://myshows.me/view/75268/,https://media.myshows.me/shows/760/5/d2/5d209c396a508f47646f03aeef45963f.jpg
Звёздный крейсер Галактика,"Чудом уцелев после нападения Сайлонов на колонии Кобола, гражданский колониальный флот в сопровождении Звёздного крейсера Галактика летит прочь от мест, где их могут найти вражеские силы. Восстановив гражданское правительство и собрав все имеющиеся силы, остатки человечества начинают неравную борьбу со временем, обстоятельствами и Сайлонами. Разбираясь с всё новыми внешними и внутренними проблемами, постепенно раскрывая личности 12 человекоподобных моделей Сайлонов, они летят на поиски давно потерянной 13 колонии Кобола, упоминания о которой есть в древних сказаниях, нового дома, имя которому  Земля.",США,2003,"Драма, Военный, Фантастика",https://myshows.me/view/185/,https://media.myshows.me/shows/760/a/f3/af3247aa3909eb37abcaaca84d19a3a2.jpg
ИванОвы – ИвАновы,"Две семьи разного достатка узнают о том, что в роддоме у каждой них случайно перепутали детей. Спустя 16 лет взрослые решают восстановить историческую справедливость. Теперь Ваня вынужден учиться выживать в доме у своих бедных биологических родителей, а Данила — знакомиться с правилами поведения в светском обществе.",Россия,2017,"Комедия, Семейный",https://myshows.me/view/54771/,https://media.myshows.me/shows/760/f/ed/fed7a06e60d94aaa9dd268acc9955419.jpg
Майк и Молли,"Офицер Майк Биггс  полицейский с добрым сердцем, который искренне желает сбросить вес. Напарник Майка, офицер Карл Макмиллан, худой и болтливый всезнайка, который, несмотря на поддразнивания, поддерживает Майка на его пути к стройности и любви.  Во время одного из собраний Майк встретил Молли Флинн, милую учительницу четвертого класса, которая относится к своим пышным формам со здоровым юмором. Сделать правильный выбор для Молли не всегда просто, потому что она живет со своей сексуальной старшей сестрой Викторией и матерью Джойс. Обе они выставляют напоказ свой здоровый аппетит и стройные фигуры. Майку также приходится сталкиваться с искушением в закусочной, которую он часто посещает с Карлом. Там они познакомились с сенегальским официантом Самюэлем, для которого диета  незнакомая концепция. Для Майка и Молли, благодаря их взаимной любви к пирогам и желанию сопротивляться им, знакомство друг с другом может быть ценнее «веса».",США,2010,"Комедия, Семейный",https://myshows.me/view/6266/,https://media.myshows.me/shows/760/b/f9/bf97656d4fd1033cca62b1da53a2ed01.jpg
Как продавать наркотики онлайн (быстро),"Главного героя «Как продавать наркотики онлайн (быстро)» — обычного немецкого старшеклассника-ботаника Морица — бросает девушка Лиза и уходит от него к спортсмену Дэну, продающему наркотики школьникам. Мориц решает вернуть Лизу любым способом и вместе с лучшим другом Ленни запускает онлайн-магазин наркотиков из своей спальни. Постепенно бизнес выходит из-под контроля, приобретая невиданные масштабы. У «Как продавать наркотики онлайн (быстро)» необычный формат: персонажи с помощью интервью напрямую общаются со зрителями, а также в шоу есть вставки, объясняющие, что такое даркнет и как действует МДМА. Подробности сериала «Как продавать наркотики онлайн (быстро)» Проект вдохновлен реальной историей, произошедшей в Лейпциге в 2015 году. Подросток по имени Максимильян, практически не выходя из своей спальни, продал почти тонну наркотиков и заработал около 4,5 млн евро за два года. Его поймали почти случайно — один из клиентов оставил посылку в коридоре. В итоге ее открыли соседи, которые вызвали полицию, и началось масштабное расследование. Максимильяна посадили на семь лет. Шоу «Как продавать наркотики онлайн (быстро)» стартовало очень успешно: пользовательский рейтинг первого сезона на сайте Rotten Tomatoes — 91%.",США,2019,"Комедия, Криминал, Драма",https://myshows.me/view/61381/,https://media.myshows.me/shows/760/d/12/d1243f94e8b5535c60feee94552f55ec.jpg
Обещанный Неверленд,"В приюте «Грейс Филд» под чутким контролем «матери» живут трое подростков  Эмма, Норман и Рэй. Окружённые младшими братьями и сёстрами они не знают бед и невзгод, но в одну ночь их идиллия оборачивается кошмаром. Они считали приют раем, но теперь, когда они знают правду, у них остаётся один выход: сбежать или умереть.",Япония,2019,"Аниме, Ужасы, Детектив, Фантастика",https://myshows.me/view/59720/,https://media.myshows.me/shows/760/9/ec/9ec6950618b497a3448e8061e3303cca.jpg
Мы обычные медведи,"Три брата-медведя Гризли, Панда и Белый отчаянно пытаются влиться в общество людей, однако покупая еду, борясь за интернет-славу или заводя друзей, им не всегда удаётся соответствовать людской природе. Но братья всегда готовы прийти друг другу на выручку.",США,2015,"Комедия, Семейный",https://myshows.me/view/43797/,https://media.myshows.me/shows/760/c/f2/cf245abc6d3ae7b2af0a325761ddad6a.jpg
Барри,"Барри Бёркман — скромный посетитель кружка театралов, которому трудно побороть застенчивость перед выходом на сцену. Тем удивительнее, что за плечами у него служба в морской пехоте и неудачная карьера наёмного убийцы. В театре Барри пытается найти себя и встречает девушку Салли, в которую влюбляется. Но как бы герой не хотел раствориться в своих новых увлечениях, грязное прошлое тянет его в преступный мир. Подробности сериала «Барри» «Барри» — почти авторский проект комика Билла Хейдера, который на протяжении многих лет работал на съемочных площадках в Голливуде. Хейдер не только сыграл главную роль, но также поработал продюсером, сценаристом и режиссером нескольких эпизодов. За оба первых сезона «Барри» получил номинации на «Эмми», а Билл Хейдер оба раза забрал награду за лучшую мужскую роль.",США,2018,"Комедия, Криминал, Драма",https://myshows.me/view/56172/,https://media.myshows.me/shows/760/e/80/e8098309a55ab0e8f03f86dc50767afd.jpg
Клон,"В семье Феррас происходит трагедия. Погибает любимый сын Леонидаса — Диогу, надежда и опора отца. Эту смерть очень тяжело переживает не один предприниматель, но и брат-близнец Диогу — Лукас, и его крестный — профессор Аугусту Албиери.   Доктор Албиери воспринимает смерть крестника, единственного человека на всем белом свете, который еще пробуждал в нем теплые чувства, как вызов. Он, занимавшийся в своей лаборатории клонированием эмбрионов рогатого скота, решает дать Диогу новую жизнь, сделав себя тем самым подобным Богу.   Ведь только Богу дано право давать и отбирать жизнь: кому, как не известному профессору, ярому защитнику врачебной этики, бывшему семинаристу, знать это… Уважаемые пользователи! Теперь с эпизодами всё хорошо. Слава тому, кто добавил их все на TVRage, да ещё и с датами.",Бразилия,2001,"Драма, Романтика, Фантастика",https://myshows.me/view/25615/,https://media.myshows.me/shows/760/1/28/12855edcd285846c26eef4e840b15e02.jpg
Неуязвимый,"Экранизация одноименной серии комиксов Роберта Киркмана. На первый взгляд, Марк Грэйсон — самый обычный подросток. Но на самом деле он — сын самого могущественного в мире супергероя Омни-мэна. В день своего 17-летия Марк обнаруживает, что у него тоже есть сверхспособности: он может летать, обладает огромной силой и абсолютно неуязвим. Юноше предстоит научиться управлять своими талантами, а также узнать, что на самом деле представляет собой жизнь супергероя.",США,2021,"Боевик, Драма, Фантастика",https://myshows.me/view/20576/,https://media.myshows.me/shows/760/4/05/4050849e1a37306ddf06e06f950d9e9c.jpg
Топ-модель по-американски,"Ведущая и организатор шоу супермодель Тайра Бэнкс и ее ассистенты, два веселых гея  мисс Джей и арт-директор и фотограф Джей Мануэль выбрали тридцать пять девушек, которые сели за парту начальной школы моделей в Лос-Анджелесе. На шоу уже было девять драк, восемь макияжей сквозь слезы, семь вызовов врача по причине нервного срыва, шесть неудачных падений на подиуме, общение с пятью толстушками, уверенными в неотразимости своих форм и четыре фотосессии в воздухе.",США,2003,None,https://myshows.me/view/1125/,https://media.myshows.me/shows/760/d/5e/d5e4c03978cfa956adeedd2206762734.jpg
Нет игры – нет жизни,"История фокусируется на Соре и Широ, брате и сестре, репутация которых как безупречных NEET, хикикомори и геймеров породила легенды по всему интернету. Эти два геймера рассматривают реальную жизнь как очередную «отстойную игру». Однажды парень, именуемый «Богом», призвал их в альтернативный мир. Там он запретил войны и заявил, что это мир, в котором «всё решают игры», даже национальные границы. Человечество было вытеснено другими расами в единственный оставшийся город. Станут ли ни на что не годные Сора и Широ «спасителями человечества» в этом альтернативном мире?",Япония,2014,"Аниме, Приключения",https://myshows.me/view/36876/,https://media.myshows.me/shows/760/7/ac/7acae728138b9055a930a7eeb4a61606.jpg
Вероника Марс,"Школьница Вероника Марс, унаследовав от отца недюжинные аналитические способности и решительность, занимается детективной работой в школе  выручает друзей, проучивает недругов. Отец Вероники потерял работу шерифа, от него ушла жена, он занялся частным розыском, Вероника во всем ему помогает",США,2004,"Драма, Детектив, Криминал",https://myshows.me/view/120/,https://media.myshows.me/shows/760/2/c2/2c228b47b9a877ccf655d327e482914e.jpg
Захваченный рейс,"Семичасовой рейс KA29, следующий из Дубая в Лондон, захватывают неизвестные люди. Сэм Нельсон, опытный корпоративный переговорщик, решает применить свои профессиональные навыки, чтобы спасти всех на борту.",США,2023,Триллер,https://myshows.me/view/78668/,https://media.myshows.me/shows/760/9/04/9049789c6cc388c8eb8be98e984f571c.jpg
Расскажи мне сказку,"«Расскажи мне историю» — это сериал-антология, где события классических сказок разворачиваются в реальном мире. Первый сезон вдохновлён жестоким европейским фольклором: «Тремя Поросятами», «Красной Шапочкой» и «Гензель и Гретель». Главные герои — простые нью-йоркские обыватели со своими радостями и скелетами в шкафу, которые повторяют судьбу сказочных персонажей. Второй сезон «Расскажи мне историю» посвящён сказкам о принцессах: «Красавице и чудовищу», «Спящей красавице» и «Золушке». Действия развернутся на юго-востоке США — в городе Нашвилл. Подробности сериала «Расскажи мне историю» Шоу основано на испанском одноименном сериале « Расскажи мне сказку », и также посвящено пересказу фольклорных историй в современном сеттинге. Сценарий для шоу написал Кевин Уильямсон, мастер подростковых драм и автор « Дневников вампира ». «Расскажи мне историю» придётся по вкусу любителям других современных интерпретаций классических сказок, таких как « Гримм » и « Однажды в сказке ».",США,2018,"Драма, Триллер",https://myshows.me/view/58306/,https://media.myshows.me/shows/760/d/74/d7447b72c41505445e279c9e5702fb7d.jpg
Падение дома Ашеров,"Экранизация рассказов Эдгара Аллана По. Чтобы защитить свое состояние и будущее, безжалостные брат и сестра Родерик и Мэдлин Ашеры создают династию, которая начинает рушиться, когда их наследники один за одним загадочно погибают.",США,2023,"Драма, Ужасы",https://myshows.me/view/75539/,https://media.myshows.me/shows/760/d/d9/dd9fb2f5bfea4c38835698575b044784.jpg
Беспринципные,"Добро пожаловать на Патриаршие. Смешные и волнующие подробности личной жизни богатых москвичей, которые, как и все, попадают в неловкие ситуации.   Правда, ситуации у них не самые обычные… Жена чувствует себя виноватой, познакомившись с любовницей мужа.   Муж прикрывается выдуманной дочерью друга. А друг толкает помощника на измену, потому что так хочет жена. И это только начало.   Одним словом, неприличные истории о приличных, казалось бы, людях.",Россия,2020,"Комедия, Романтика",https://myshows.me/view/65989/,https://media.myshows.me/shows/760/e/9b/e9b363f42cf3fd1627ba07181be08d1d.jpg
Виктория,"Королева Виктория взошла на британский престол в 1837 году. 18-летней девушке предстояло править огромной империей в разгар англо-афганской войны и голода в Ирландии. Первые годы правления Виктории связаны с советчиком Лордом Мелборном и ухажёром, а позже мужем — германским принцем Альбертом. После рождения первого ребёнка Виктория разрывается между ролью заботливой матери и молодого монарха Британской империи. Подробности сериала «Виктория» Шоураннером выступила британская поэтесса и ТВ-продюсер Дэйзи Гудвин. Роль Виктории исполнила актриса Дженна Коулман, известная по сериалу « Доктор Кто ». Сериал входит в антологию «Мастерпис» телеканала PBS, которая включает в себя британские шоу, в большинстве основанные на романах и биографиях. Кроме «Виктории», антология содержит « Аббатство Даунтон » и « Шерлока ».",США,2016,"Драма, Исторический",https://myshows.me/view/48858/,https://media.myshows.me/shows/760/2/51/251a4cd3bbb875df79344ca81c783910.jpg
Однажды в стране чудес,"В викторианском Лондоне красивая и молодая Алиса рассказывает историю о необычной земле, которая существует по ту сторону кроличьей норы. Исчезающий кот, гусеница, курящая кальян, игральные карты и фантастические вещи, которые она видела во время этого приключения, которые невозможны. Конечно, девушку приняли за сумасшедшую. Главная цель врачей  вылечить её, чтобы она забыла всё, что там происходило. Алиса готова забыть все это  особенно болезненную память о джинне, в которого она влюбилась и потеряла навсегда, но красивый и таинственный Сайрус говорит, что в глубине души она знает, что этот мир реальный",США,2013,"Приключения, Драма, Фэнтези",https://myshows.me/view/32036/,https://media.myshows.me/shows/760/c/60/c60cc82153d20a2f85611e9cec6441f7.jpg
Девочки Гилмор,"Добро пожаловать в Старз Холлоу! Маленький живописный городок находящийся неподалёку от Гарварда. С населением всего в девять тысяч человек, одним отелем, маленькими магазинчиками, несколькими ресторанами, средней школой, танцевальной студией, видео салоном и единственным в городе светофором. Здесь и протекает жизнь одинокой молодой мамы, тридцати двух лет, и её шестнадцатилетней дочки. Хотя на первый взгляд их можно принять за сестёр. Они лучшие подруги, разделяют практически всё  от взглядов на мир до вкусов на еду, музыку и кино. Картинка из жизни Лорелай и Рори очень насыщенная, непредсказуема и неординарна. И будьте уверены в том, что с Девочками Гилмор вам никогда не будет скучно! ПОЖАЛУЙСТА, ОБРАТИТЕ ВНИМАНИЕ! Продолжение сериала здесь  https://myshows.me/view/50097/",США,2000,"Романтика, Драма, Комедия",https://myshows.me/view/377/,https://media.myshows.me/shows/760/2/ee/2ee6bd234c24e8e4ff264e45b0148405.jpg
